reportDate,zip,confirmed_cases,total_tested
1/26/2021 12:00:00 AM,60000,42,412
1/26/2021 12:00:00 AM,60001,6,158
1/26/2021 12:00:00 AM,60002,1536,13266
1/26/2021 12:00:00 AM,60004,3236,50184
1/26/2021 12:00:00 AM,60005,2023,31072
1/26/2021 12:00:00 AM,60006,14,203
1/26/2021 12:00:00 AM,60007,2473,27087
1/26/2021 12:00:00 AM,60008,2200,23497
1/26/2021 12:00:00 AM,60009,19,181
1/26/2021 12:00:00 AM,60010,2561,36432
1/26/2021 12:00:00 AM,60011,8,186
1/26/2021 12:00:00 AM,60012,812,11518
1/26/2021 12:00:00 AM,60013,1598,16622
1/26/2021 12:00:00 AM,60014,3358,32952
1/26/2021 12:00:00 AM,60015,1555,34374
1/26/2021 12:00:00 AM,60016,5116,58390
1/26/2021 12:00:00 AM,60017,12,149
1/26/2021 12:00:00 AM,60018,3113,35061
1/26/2021 12:00:00 AM,60019,8,89
1/26/2021 12:00:00 AM,60020,694,8247
1/26/2021 12:00:00 AM,60021,274,3555
1/26/2021 12:00:00 AM,60022,352,8238
1/26/2021 12:00:00 AM,60025,2634,41391
1/26/2021 12:00:00 AM,60026,826,18102
1/26/2021 12:00:00 AM,60029,42,511
1/26/2021 12:00:00 AM,60030,2130,26860
1/26/2021 12:00:00 AM,60031,2628,33358
1/26/2021 12:00:00 AM,60033,1347,10158
1/26/2021 12:00:00 AM,60034,139,1541
1/26/2021 12:00:00 AM,60035,1512,38587
1/26/2021 12:00:00 AM,60036,9,72
1/26/2021 12:00:00 AM,60038,7,123
1/26/2021 12:00:00 AM,60040,601,10065
1/26/2021 12:00:00 AM,60041,610,6282
1/26/2021 12:00:00 AM,60042,564,5494
1/26/2021 12:00:00 AM,60043,124,2292
1/26/2021 12:00:00 AM,60044,590,14442
1/26/2021 12:00:00 AM,60045,1009,23802
1/26/2021 12:00:00 AM,60046,2423,24505
1/26/2021 12:00:00 AM,60047,2737,41799
1/26/2021 12:00:00 AM,60048,1512,25200
1/26/2021 12:00:00 AM,60050,2432,25249
1/26/2021 12:00:00 AM,60051,1760,15673
1/26/2021 12:00:00 AM,60053,1798,30361
1/26/2021 12:00:00 AM,60055,8,67
1/26/2021 12:00:00 AM,60056,4064,42878
1/26/2021 12:00:00 AM,60057,6,112
1/26/2021 12:00:00 AM,60060,2953,28121
1/26/2021 12:00:00 AM,60061,1450,23513
1/26/2021 12:00:00 AM,60062,2527,65032
1/26/2021 12:00:00 AM,60063,9,87
1/26/2021 12:00:00 AM,60064,2386,13563
1/26/2021 12:00:00 AM,60065,7,148
1/26/2021 12:00:00 AM,60067,2782,44673
1/26/2021 12:00:00 AM,60068,2691,40902
1/26/2021 12:00:00 AM,60069,537,16562
1/26/2021 12:00:00 AM,60070,1235,15989
1/26/2021 12:00:00 AM,60071,249,2547
1/26/2021 12:00:00 AM,60072,50,632
1/26/2021 12:00:00 AM,60073,5919,48794
1/26/2021 12:00:00 AM,60074,3058,29048
1/26/2021 12:00:00 AM,60075,15,124
1/26/2021 12:00:00 AM,60076,2667,35356
1/26/2021 12:00:00 AM,60077,2146,35569
1/26/2021 12:00:00 AM,60078,12,147
1/26/2021 12:00:00 AM,60079,38,1914
1/26/2021 12:00:00 AM,60081,675,5706
1/26/2021 12:00:00 AM,60082,17,138
1/26/2021 12:00:00 AM,60083,729,7974
1/26/2021 12:00:00 AM,60084,1215,14271
1/26/2021 12:00:00 AM,60085,8637,75319
1/26/2021 12:00:00 AM,60086,6,81
1/26/2021 12:00:00 AM,60087,3155,24257
1/26/2021 12:00:00 AM,60088,713,6208
1/26/2021 12:00:00 AM,60089,2277,32946
1/26/2021 12:00:00 AM,60090,3582,43521
1/26/2021 12:00:00 AM,60091,1216,24144
1/26/2021 12:00:00 AM,60093,1230,19601
1/26/2021 12:00:00 AM,60094,6,58
1/26/2021 12:00:00 AM,60095,8,55
1/26/2021 12:00:00 AM,60096,493,3958
1/26/2021 12:00:00 AM,60097,739,7255
1/26/2021 12:00:00 AM,60098,2623,32086
1/26/2021 12:00:00 AM,60099,3043,31237
1/26/2021 12:00:00 AM,60101,4287,30402
1/26/2021 12:00:00 AM,60102,2249,21840
1/26/2021 12:00:00 AM,60103,3479,37998
1/26/2021 12:00:00 AM,60104,1999,16519
1/26/2021 12:00:00 AM,60105,8,154
1/26/2021 12:00:00 AM,60106,2057,20817
1/26/2021 12:00:00 AM,60107,3940,35563
1/26/2021 12:00:00 AM,60108,2172,31178
1/26/2021 12:00:00 AM,60109,59,789
1/26/2021 12:00:00 AM,60110,4004,25837
1/26/2021 12:00:00 AM,60111,19,187
1/26/2021 12:00:00 AM,60112,344,3516
1/26/2021 12:00:00 AM,60113,34,378
1/26/2021 12:00:00 AM,60115,3255,45743
1/26/2021 12:00:00 AM,60116,8,104
1/26/2021 12:00:00 AM,60118,1142,10976
1/26/2021 12:00:00 AM,60119,734,7772
1/26/2021 12:00:00 AM,60120,5591,39559
1/26/2021 12:00:00 AM,60121,30,360
1/26/2021 12:00:00 AM,60123,4734,45379
1/26/2021 12:00:00 AM,60124,1897,17998
1/26/2021 12:00:00 AM,60125,6,110
1/26/2021 12:00:00 AM,60126,3647,53849
1/26/2021 12:00:00 AM,60129,21,154
1/26/2021 12:00:00 AM,60130,1000,20982
1/26/2021 12:00:00 AM,60131,2121,20577
1/26/2021 12:00:00 AM,60133,4095,31810
1/26/2021 12:00:00 AM,60134,2023,26669
1/26/2021 12:00:00 AM,60135,639,5299
1/26/2021 12:00:00 AM,60136,670,5835
1/26/2021 12:00:00 AM,60137,2676,35127
1/26/2021 12:00:00 AM,60138,10,135
1/26/2021 12:00:00 AM,60139,3425,26790
1/26/2021 12:00:00 AM,60140,1539,14209
1/26/2021 12:00:00 AM,60141,63,2593
1/26/2021 12:00:00 AM,60142,1894,23511
1/26/2021 12:00:00 AM,60143,968,10519
1/26/2021 12:00:00 AM,60144,11,129
1/26/2021 12:00:00 AM,60145,173,1440
1/26/2021 12:00:00 AM,60146,220,1931
1/26/2021 12:00:00 AM,60147,13,164
1/26/2021 12:00:00 AM,60148,3605,51070
1/26/2021 12:00:00 AM,60150,88,1161
1/26/2021 12:00:00 AM,60151,272,2727
1/26/2021 12:00:00 AM,60152,944,8811
1/26/2021 12:00:00 AM,60153,2164,18492
1/26/2021 12:00:00 AM,60154,1343,16183
1/26/2021 12:00:00 AM,60155,718,6622
1/26/2021 12:00:00 AM,60156,2000,18609
1/26/2021 12:00:00 AM,60157,193,1863
1/26/2021 12:00:00 AM,60159,46,327
1/26/2021 12:00:00 AM,60160,3250,23006
1/26/2021 12:00:00 AM,60161,10,150
1/26/2021 12:00:00 AM,60162,1337,13457
1/26/2021 12:00:00 AM,60163,546,4471
1/26/2021 12:00:00 AM,60164,2720,28495
1/26/2021 12:00:00 AM,60165,642,3355
1/26/2021 12:00:00 AM,60168,22,167
1/26/2021 12:00:00 AM,60169,2625,26290
1/26/2021 12:00:00 AM,60170,7,97
1/26/2021 12:00:00 AM,60171,989,8159
1/26/2021 12:00:00 AM,60172,2003,19060
1/26/2021 12:00:00 AM,60173,787,8732
1/26/2021 12:00:00 AM,60174,2534,33408
1/26/2021 12:00:00 AM,60175,2145,31714
1/26/2021 12:00:00 AM,60176,1180,8248
1/26/2021 12:00:00 AM,60177,2330,29795
1/26/2021 12:00:00 AM,60178,1607,17380
1/26/2021 12:00:00 AM,60180,95,935
1/26/2021 12:00:00 AM,60181,2437,23684
1/26/2021 12:00:00 AM,60183,11,119
1/26/2021 12:00:00 AM,60184,200,1782
1/26/2021 12:00:00 AM,60185,3877,36522
1/26/2021 12:00:00 AM,60186,11,88
1/26/2021 12:00:00 AM,60187,1830,39753
1/26/2021 12:00:00 AM,60188,3814,34709
1/26/2021 12:00:00 AM,60189,1911,26915
1/26/2021 12:00:00 AM,60190,903,10244
1/26/2021 12:00:00 AM,60191,1391,11574
1/26/2021 12:00:00 AM,60192,859,10726
1/26/2021 12:00:00 AM,60193,2599,34261
1/26/2021 12:00:00 AM,60194,1261,20442
1/26/2021 12:00:00 AM,60195,268,2939
1/26/2021 12:00:00 AM,60196,9,242
1/26/2021 12:00:00 AM,60201,1842,67447
1/26/2021 12:00:00 AM,60202,1781,42350
1/26/2021 12:00:00 AM,60203,224,4440
1/26/2021 12:00:00 AM,60204,12,281
1/26/2021 12:00:00 AM,60208,19,50955
1/26/2021 12:00:00 AM,60301,166,3037
1/26/2021 12:00:00 AM,60302,1671,34467
1/26/2021 12:00:00 AM,60303,13,253
1/26/2021 12:00:00 AM,60304,787,16558
1/26/2021 12:00:00 AM,60305,610,10532
1/26/2021 12:00:00 AM,60401,701,10690
1/26/2021 12:00:00 AM,60402,7508,57037
1/26/2021 12:00:00 AM,60403,1553,24715
1/26/2021 12:00:00 AM,60404,1704,16172
1/26/2021 12:00:00 AM,60406,2659,23032
1/26/2021 12:00:00 AM,60407,111,1148
1/26/2021 12:00:00 AM,60408,485,4323
1/26/2021 12:00:00 AM,60409,3071,30698
1/26/2021 12:00:00 AM,60410,1137,9075
1/26/2021 12:00:00 AM,60411,4970,61599
1/26/2021 12:00:00 AM,60412,9,158
1/26/2021 12:00:00 AM,60415,1063,12610
1/26/2021 12:00:00 AM,60416,895,7189
1/26/2021 12:00:00 AM,60417,1286,21037
1/26/2021 12:00:00 AM,60418,884,9461
1/26/2021 12:00:00 AM,60419,1602,29203
1/26/2021 12:00:00 AM,60420,468,7896
1/26/2021 12:00:00 AM,60421,244,2257
1/26/2021 12:00:00 AM,60422,641,9350
1/26/2021 12:00:00 AM,60423,2881,23893
1/26/2021 12:00:00 AM,60424,165,1491
1/26/2021 12:00:00 AM,60425,754,10880
1/26/2021 12:00:00 AM,60426,2229,21516
1/26/2021 12:00:00 AM,60428,886,9528
1/26/2021 12:00:00 AM,60429,1185,14955
1/26/2021 12:00:00 AM,60430,1371,18991
1/26/2021 12:00:00 AM,60431,2663,21471
1/26/2021 12:00:00 AM,60432,2214,14196
1/26/2021 12:00:00 AM,60433,1597,14592
1/26/2021 12:00:00 AM,60434,365,5698
1/26/2021 12:00:00 AM,60435,4562,44190
1/26/2021 12:00:00 AM,60436,1790,17298
1/26/2021 12:00:00 AM,60437,9,146
1/26/2021 12:00:00 AM,60438,2831,24339
1/26/2021 12:00:00 AM,60439,1848,25445
1/26/2021 12:00:00 AM,60440,4690,54289
1/26/2021 12:00:00 AM,60441,2901,23187
1/26/2021 12:00:00 AM,60442,923,7359
1/26/2021 12:00:00 AM,60443,1647,18844
1/26/2021 12:00:00 AM,60444,123,1121
1/26/2021 12:00:00 AM,60445,1626,18083
1/26/2021 12:00:00 AM,60446,3947,33937
1/26/2021 12:00:00 AM,60447,1260,10795
1/26/2021 12:00:00 AM,60448,2042,16656
1/26/2021 12:00:00 AM,60449,631,6471
1/26/2021 12:00:00 AM,60450,1860,15287
1/26/2021 12:00:00 AM,60451,2795,24963
1/26/2021 12:00:00 AM,60452,2471,19822
1/26/2021 12:00:00 AM,60453,5005,53578
1/26/2021 12:00:00 AM,60454,17,118
1/26/2021 12:00:00 AM,60455,1548,16108
1/26/2021 12:00:00 AM,60456,315,3455
1/26/2021 12:00:00 AM,60457,1070,9856
1/26/2021 12:00:00 AM,60458,1190,10539
1/26/2021 12:00:00 AM,60459,2767,21802
1/26/2021 12:00:00 AM,60460,141,1575
1/26/2021 12:00:00 AM,60461,278,4003
1/26/2021 12:00:00 AM,60462,3263,32174
1/26/2021 12:00:00 AM,60463,1356,18792
1/26/2021 12:00:00 AM,60464,735,8152
1/26/2021 12:00:00 AM,60465,1540,13816
1/26/2021 12:00:00 AM,60466,1829,24034
1/26/2021 12:00:00 AM,60467,2083,21712
1/26/2021 12:00:00 AM,60468,522,4223
1/26/2021 12:00:00 AM,60469,678,4639
1/26/2021 12:00:00 AM,60470,34,500
1/26/2021 12:00:00 AM,60471,987,16103
1/26/2021 12:00:00 AM,60472,295,5032
1/26/2021 12:00:00 AM,60473,1969,28830
1/26/2021 12:00:00 AM,60474,81,607
1/26/2021 12:00:00 AM,60475,735,6657
1/26/2021 12:00:00 AM,60476,222,2027
1/26/2021 12:00:00 AM,60477,3193,28588
1/26/2021 12:00:00 AM,60478,1305,17420
1/26/2021 12:00:00 AM,60479,38,422
1/26/2021 12:00:00 AM,60480,440,4446
1/26/2021 12:00:00 AM,60481,1073,12687
1/26/2021 12:00:00 AM,60482,722,6107
1/26/2021 12:00:00 AM,60484,484,5332
1/26/2021 12:00:00 AM,60487,2209,18442
1/26/2021 12:00:00 AM,60490,1511,17174
1/26/2021 12:00:00 AM,60491,1947,18765
1/26/2021 12:00:00 AM,60501,1271,8072
1/26/2021 12:00:00 AM,60502,1219,15802
1/26/2021 12:00:00 AM,60503,926,10943
1/26/2021 12:00:00 AM,60504,2682,28053
1/26/2021 12:00:00 AM,60505,7536,53953
1/26/2021 12:00:00 AM,60506,5460,53221
1/26/2021 12:00:00 AM,60507,25,287
1/26/2021 12:00:00 AM,60510,1809,23705
1/26/2021 12:00:00 AM,60511,101,1100
1/26/2021 12:00:00 AM,60512,76,800
1/26/2021 12:00:00 AM,60513,1528,18117
1/26/2021 12:00:00 AM,60514,714,8207
1/26/2021 12:00:00 AM,60515,1687,23920
1/26/2021 12:00:00 AM,60516,1731,23768
1/26/2021 12:00:00 AM,60517,2254,26594
1/26/2021 12:00:00 AM,60518,204,2117
1/26/2021 12:00:00 AM,60519,13,102
1/26/2021 12:00:00 AM,60520,188,1963
1/26/2021 12:00:00 AM,60521,1319,19297
1/26/2021 12:00:00 AM,60523,810,11093
1/26/2021 12:00:00 AM,60524,6,33
1/26/2021 12:00:00 AM,60525,2593,39587
1/26/2021 12:00:00 AM,60526,915,21154
1/26/2021 12:00:00 AM,60527,2304,33662
1/26/2021 12:00:00 AM,60528,9,30
1/26/2021 12:00:00 AM,60530,33,528
1/26/2021 12:00:00 AM,60531,149,1156
1/26/2021 12:00:00 AM,60532,1557,26182
1/26/2021 12:00:00 AM,60534,1068,8657
1/26/2021 12:00:00 AM,60536,16,129
1/26/2021 12:00:00 AM,60537,45,368
1/26/2021 12:00:00 AM,60538,2454,20865
1/26/2021 12:00:00 AM,60539,30,335
1/26/2021 12:00:00 AM,60540,2266,32974
1/26/2021 12:00:00 AM,60541,230,1784
1/26/2021 12:00:00 AM,60542,1417,16273
1/26/2021 12:00:00 AM,60543,2813,27149
1/26/2021 12:00:00 AM,60544,2256,26693
1/26/2021 12:00:00 AM,60545,1281,9656
1/26/2021 12:00:00 AM,60546,1244,21633
1/26/2021 12:00:00 AM,60548,1090,10628
1/26/2021 12:00:00 AM,60549,51,435
1/26/2021 12:00:00 AM,60550,114,1144
1/26/2021 12:00:00 AM,60551,589,11022
1/26/2021 12:00:00 AM,60552,326,2766
1/26/2021 12:00:00 AM,60553,39,330
1/26/2021 12:00:00 AM,60554,779,8493
1/26/2021 12:00:00 AM,60555,1129,10926
1/26/2021 12:00:00 AM,60556,94,1077
1/26/2021 12:00:00 AM,60558,906,11842
1/26/2021 12:00:00 AM,60559,1793,25073
1/26/2021 12:00:00 AM,60560,2094,22542
1/26/2021 12:00:00 AM,60561,1495,16811
1/26/2021 12:00:00 AM,60563,2475,48014
1/26/2021 12:00:00 AM,60564,2459,33666
1/26/2021 12:00:00 AM,60565,2085,29283
1/26/2021 12:00:00 AM,60567,12,237
1/26/2021 12:00:00 AM,60585,1756,18776
1/26/2021 12:00:00 AM,60586,4265,35706
1/26/2021 12:00:00 AM,60598,11,103
1/26/2021 12:00:00 AM,60601,855,18101
1/26/2021 12:00:00 AM,60602,76,1964
1/26/2021 12:00:00 AM,60603,58,1413
1/26/2021 12:00:00 AM,60604,93,1544
1/26/2021 12:00:00 AM,60605,1552,31811
1/26/2021 12:00:00 AM,60606,256,6009
1/26/2021 12:00:00 AM,60607,2177,42025
1/26/2021 12:00:00 AM,60608,7042,77772
1/26/2021 12:00:00 AM,60609,6260,59178
1/26/2021 12:00:00 AM,60610,2637,50077
1/26/2021 12:00:00 AM,60611,1783,39052
1/26/2021 12:00:00 AM,60612,2936,49170
1/26/2021 12:00:00 AM,60613,2996,62374
1/26/2021 12:00:00 AM,60614,4386,98474
1/26/2021 12:00:00 AM,60615,1836,51754
1/26/2021 12:00:00 AM,60616,3068,57859
1/26/2021 12:00:00 AM,60617,6717,66307
1/26/2021 12:00:00 AM,60618,6906,91850
1/26/2021 12:00:00 AM,60619,3631,50820
1/26/2021 12:00:00 AM,60620,4337,55444
1/26/2021 12:00:00 AM,60621,1899,22362
1/26/2021 12:00:00 AM,60622,4149,72763
1/26/2021 12:00:00 AM,60623,9810,68713
1/26/2021 12:00:00 AM,60624,2727,28991
1/26/2021 12:00:00 AM,60625,5784,77157
1/26/2021 12:00:00 AM,60626,3627,77505
1/26/2021 12:00:00 AM,60627,6,323
1/26/2021 12:00:00 AM,60628,4192,50048
1/26/2021 12:00:00 AM,60629,15371,93607
1/26/2021 12:00:00 AM,60630,4608,47753
1/26/2021 12:00:00 AM,60631,2565,35025
1/26/2021 12:00:00 AM,60632,11958,71300
1/26/2021 12:00:00 AM,60633,1616,17871
1/26/2021 12:00:00 AM,60634,8665,75879
1/26/2021 12:00:00 AM,60635,8,274
1/26/2021 12:00:00 AM,60636,2689,24107
1/26/2021 12:00:00 AM,60637,2694,82650
1/26/2021 12:00:00 AM,60638,6920,49211
1/26/2021 12:00:00 AM,60639,12802,83838
1/26/2021 12:00:00 AM,60640,3740,83584
1/26/2021 12:00:00 AM,60641,7614,78164
1/26/2021 12:00:00 AM,60642,1591,26030
1/26/2021 12:00:00 AM,60643,3632,60066
1/26/2021 12:00:00 AM,60644,3570,43146
1/26/2021 12:00:00 AM,60645,3991,52974
1/26/2021 12:00:00 AM,60646,2181,28995
1/26/2021 12:00:00 AM,60647,7335,108495
1/26/2021 12:00:00 AM,60649,2731,41934
1/26/2021 12:00:00 AM,60650,22,288
1/26/2021 12:00:00 AM,60651,6678,53070
1/26/2021 12:00:00 AM,60652,4580,36306
1/26/2021 12:00:00 AM,60653,2096,36514
1/26/2021 12:00:00 AM,60654,1622,25028
1/26/2021 12:00:00 AM,60655,2944,27362
